﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_iso_reverse.rt,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.6841,0,4,4,24,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.5582,0,5,5,2,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.409,0,6,6,25,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.7339,0,7,7,14,1,朴实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.9068,0,8,8,5,1,诚实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.5108,0,9,9,6,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.6191,0,10,10,27,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.7936,0,11,11,26,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.7464,0,12,12,15,1,细腻,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.9436,0,13,13,23,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.6276,0,14,14,36,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,1.0169,0,15,15,34,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.5497,0,16,16,31,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.8061,0,17,17,21,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.7053,0,18,18,18,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.7551,0,19,19,20,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.7042,0,20,20,16,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.9004,0,21,21,12,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.5078,0,22,22,8,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.5205,0,23,23,4,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.4863,0,24,24,19,1,诚恳,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.6704,0,25,25,22,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.6845,0,26,26,11,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.6899,0,27,27,9,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.5061,0,28,28,0,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.6276,0,29,29,33,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.6082,0,30,30,10,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.5849,0,31,31,28,1,鲁莽,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.6411,0,32,32,13,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.6688,0,33,33,30,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.441,0,34,34,7,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,0.5785,0,35,35,3,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.6508,0,36,36,29,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,e,1,1.1006,0,37,37,1,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.8868,0,38,38,37,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,i,1,0.8673,0,39,39,35,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,space,7.8608,e,1,0.6035,0,0,0,19,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5217,0,1,1,17,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6054,0,2,2,42,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5242,0,3,3,33,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.3937,0,4,4,71,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.4674,0,5,5,2,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.558,0,6,6,40,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.534,0,7,7,4,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.4513,0,8,8,37,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,0,0.8284,0,9,9,47,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,0,1.0834,0,10,10,78,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.805,0,11,11,18,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,1.2203,0,12,12,66,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,1.0352,0,13,13,31,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7421,0,14,14,38,1,鲁莽,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.916,0,15,15,69,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7835,0,16,16,67,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,0,1.2772,0,17,17,74,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.6757,0,18,18,50,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.8431,0,19,19,65,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.8059,0,20,20,10,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,0,1.1584,0,21,21,26,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.9691,0,22,22,55,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.9232,0,23,23,29,1,诚恳,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7034,0,24,24,57,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,0,0.9843,0,25,25,48,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5852,0,26,26,43,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,1.1354,0,27,27,58,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6505,0,28,28,75,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7551,0,29,29,41,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.8419,0,30,30,45,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.9182,0,31,31,27,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.1339,0,32,32,63,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5343,0,33,33,70,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,用户61870,001,2024-08-23_13h57.34.560,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,1.045,0,34,34,7,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
